workshop_id|bucket|asset_type|title|source_path|status|notes|validation_issues
01||pdf|5. Poverty in America Statistics|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/5. Poverty in America Statistics.pdf|review||missing_bucket
01||pdf|6. Data Illustrating the Intersectional Nature of Poverty|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/6. Data Illustrating the Intersectional Nature of Poverty.pdf|review||missing_bucket
01||pdf|8. Race and the lack of intergenerational economic mobility in the US|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/8. Race and the lack of intergenerational economic mobility in the US.pdf|review||missing_bucket
01||pdf|9. Displacement in Portland|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/9. Displacement in Portland.pdf|review||missing_bucket
01||pdf|Workshop 01 Introduction|Whole/Module 1/WS1 Resources/Workshop 01 - Introduction.pdf|review||missing_bucket
01||pdf|Workshop 1 Additional Resources|Whole/Module 1/WS1 Resources/Workshop 1 Additional Resources.pdf|review||missing_bucket
01|Worksheets|pdf|Individual Course Goals|Whole/Module 1/Worksheets/Individual Course Goals.pdf|ok||
01|Worksheets|pdf|Money Savings Ideas and Trackers|Whole/Module 1/Worksheets/Money Savings Ideas and Trackers.pdf|ok||
01||docx|~$ FTS 1|Whole/Module 1/~$_FTS_ 1.docx|review||missing_bucket
10||docx|23 Easy Ways To Save Money|Whole/Module 10/23 Easy Ways To Save Money.docx|review||missing_bucket
10||docx|A Beginner s Guide to Saving Money|Whole/Module 10/A Beginner_s Guide to Saving Money.docx|review||missing_bucket
10||docx|Asset Building For Low Income Families|Whole/Module 10/Asset Building For Low-Income Families.docx|review||missing_bucket
10||pdf|Asset Building Facilitator|Whole/Module 10/Facilitator Guide/Sections/Asset_Building_Facilitator.pdf|review||missing_bucket
10||pdf|Individual Development Accounts Facilitator|Whole/Module 10/Facilitator Guide/Sections/Individual_Development_Accounts_Facilitator.pdf|review||missing_bucket
10||pdf|Retirement Plans and Investments Facilitator|Whole/Module 10/Facilitator Guide/Sections/Retirement_Plans_and_Investments_Facilitator.pdf|review||missing_bucket
10||pdf|Saving Money w: Limited Resources|Whole/Module 10/Facilitator Guide/Sections/Saving Money w: Limited Resources.pdf|review||missing_bucket
10||pdf|Savings Accounts Facilitator|Whole/Module 10/Facilitator Guide/Sections/Savings_Accounts_Facilitator.pdf|review||missing_bucket
10||pdf|Savings Goals Facilitator|Whole/Module 10/Facilitator Guide/Sections/Savings_Goals_Facilitator.pdf|review||missing_bucket
10||png|3. IDA Basics & Resources|Whole/Module 10/HO PNGs/3. IDA Basics & Resources.png|review||missing_bucket
10||docx|How to Save Money On A Low Income|Whole/Module 10/How to Save Money On A Low Income.docx|review||missing_bucket
10||docx|IDA Basics & Resources|Whole/Module 10/IDA Basics & Resources.docx|review||missing_bucket
10||docx|MB FTS 10|Whole/Module 10/MB_FTS_ 10.docx|review||missing_bucket
10||docx|Module 10 Additional Resources|Whole/Module 10/Module 10 Additional Resources.docx|review||missing_bucket
10||pdf|Savings Accounts|Whole/Module 10/Sections ( PDF )/Savings_Accounts.pdf|review||missing_bucket
10||pdf|pg1|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg1.pdf|review||missing_bucket
10||pdf|pg10|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg10.pdf|review||missing_bucket
10||pdf|pg11|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg11.pdf|review||missing_bucket
10||pdf|pg12|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg12.pdf|review||missing_bucket
10||pdf|pg13|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg13.pdf|review||missing_bucket
10||pdf|pg14|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg14.pdf|review||missing_bucket
10||pdf|pg2|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg2.pdf|review||missing_bucket
10||pdf|pg3|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg3.pdf|review||missing_bucket
10||pdf|pg4|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg4.pdf|review||missing_bucket
10||pdf|pg5|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg5.pdf|review||missing_bucket
10||pdf|pg6|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg6.pdf|review||missing_bucket
10||pdf|pg7|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg7.pdf|review||missing_bucket
10||pdf|pg8|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg8.pdf|review||missing_bucket
10||pdf|pg9|Whole/Module 10/Student_Guide/Workshop_10/PDFs/pg9.pdf|review||missing_bucket
10||png|pg1|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg1.png|review||missing_bucket
10||png|pg10|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg10.png|review||missing_bucket
10||png|pg11|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg11.png|review||missing_bucket
10||png|pg12|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg12.png|review||missing_bucket
10||png|pg13|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg13.png|review||missing_bucket
10||png|pg14|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg14.png|review||missing_bucket
10||png|pg2|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg2.png|review||missing_bucket
10||png|pg3|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg3.png|review||missing_bucket
10||png|pg4|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg4.png|review||missing_bucket
10||png|pg5|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg5.png|review||missing_bucket
10||png|pg6|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg6.png|review||missing_bucket
10||png|pg7|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg7.png|review||missing_bucket
10||png|pg8|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg8.png|review||missing_bucket
10||png|pg9|Whole/Module 10/Student_Guide/Workshop_10/PNGs/pg9.png|review||missing_bucket
10||pdf|Asset Building Student|Whole/Module 10/Student_Guide/Workshop_10/Sections/PDF/Asset_Building_Student.pdf|review||missing_bucket
10||pdf|Creating a Savings Plan Student|Whole/Module 10/Student_Guide/Workshop_10/Sections/PDF/Creating_a_Savings_Plan_Student.pdf|review||missing_bucket
10||pdf|Different Kinds of Savings Accounts Student|Whole/Module 10/Student_Guide/Workshop_10/Sections/PDF/Different_Kinds_of_Savings_Accounts_Student.pdf|review||missing_bucket
10||png|Budgeting Table|Whole/Module 10/Visuals/Budgeting Table.png|review||missing_bucket
10||png|IDAs|Whole/Module 10/Visuals/IDAs.png|review||missing_bucket
10||png|Savings Activity Jars|Whole/Module 10/Visuals/Savings Activity_Jars.png|review||missing_bucket
10||png|money trees|Whole/Module 10/Visuals/money trees.png|review||missing_bucket
10||pdf|Workshop 10 Savings Accounts & Goals|Whole/Module 10/Workshop 10 - Savings Accounts & Goals.pdf|review||missing_bucket
10||pdf|Workshop 10 Savings Accounts & Savings Goals copy|Whole/Module 10/Workshop 10 - Savings Accounts & Savings Goals copy.pdf|review||missing_bucket
10||pdf|Workshop 10 Savings Accounts & Savings Goals|Whole/Module 10/Workshop 10 - Savings Accounts & Savings Goals.pdf|review||missing_bucket
10||zip|Workshop 10|Whole/Module 10/Workshop_10.zip|review||missing_bucket
11||pdf|Workshop 11 Course Graduation|Whole/Module 11/Workshop 11 - Course Graduation.pdf|review||missing_bucket
02||docx|MB FTS 2|Whole/Module 2/MB_FTS_ 2.docx|review||missing_bucket
02||docx|Module 2 Additional Resources|Whole/Module 2/Module 2 Additional Resources.docx|review||missing_bucket
02||docx|Person Centered Planning|Whole/Module 2/Person-Centered Planning.docx|review||missing_bucket
02||pdf|Workshop 02 Setting Financial Goals|Whole/Module 2/Workshop 02 - Setting Financial Goals.pdf|review||missing_bucket
03||docx|10 Easy Ways to Save Money|Whole/Module 3/10 Easy Ways to Save Money.docx|review||missing_bucket
03||docx|11 Frugal Living Tips|Whole/Module 3/11 Frugal Living Tips.docx|review||missing_bucket
03||docx|5 No brainer Money Saving Tips|Whole/Module 3/5 No-brainer Money-Saving Tips.docx|review||missing_bucket
03||docx|Budgeting Apps|Whole/Module 3/Budgeting Apps.docx|review||missing_bucket
03||docx|How To File For Social Security Disability Benefits If Homeless|Whole/Module 3/How To File For Social Security Disability Benefits If Homeless.docx|review||missing_bucket
03||docx|How to Buy a House with Low Income|Whole/Module 3/How to Buy a House with Low Income.docx|review||missing_bucket
03||docx|How to Make a Budget|Whole/Module 3/How to Make a Budget.docx|review||missing_bucket
03||docx|MB Money Saving Resources Handout|Whole/Module 3/MB Money Saving Resources Handout.docx|review||missing_bucket
03||docx|MB FTS 3|Whole/Module 3/MB_FTS_ 3.docx|review||missing_bucket
03||docx|Module 3 Additional Resources|Whole/Module 3/Module 3 Additional Resources.docx|review||missing_bucket
03||docx|Online Budgeting Tools|Whole/Module 3/Online Budgeting Tools.docx|review||missing_bucket
03||docx|SSI Elibility Requirements and Asset Limits|Whole/Module 3/SSI Elibility Requirements and Asset Limits.docx|review||missing_bucket
03||docx|What Makes for a Successful Budget|Whole/Module 3/What Makes for a Successful Budget.docx|review||missing_bucket
03||pdf|Workshop 03 Creating a Budget|Whole/Module 3/Workshop 03 - Creating a Budget.pdf|review||missing_bucket
03||docx|~$ FTS 3|Whole/Module 3/~$_FTS_ 3.docx|review||missing_bucket
04||docx|How to Balance Your Checkbook|Whole/Module 4/How to Balance Your Checkbook.docx|review||missing_bucket
04||docx|How to Open a Bank Account|Whole/Module 4/How to Open a Bank Account.docx|review||missing_bucket
04||docx|How to Open a Bank Checking Account With Bad Credit|Whole/Module 4/How to Open a Bank Checking Account With Bad Credit.docx|review||missing_bucket
04||docx|MB FTS 4|Whole/Module 4/MB_FTS_ 4.docx|review||missing_bucket
04||docx|Module 4 Additional Resources|Whole/Module 4/Module 4 Additional Resources.docx|review||missing_bucket
04||docx|Second Chance Checking Accounts|Whole/Module 4/Second Chance Checking Accounts.docx|review||missing_bucket
04||docx|Why Balancing Your Checkbook is Important|Whole/Module 4/Why Balancing Your Checkbook is Important.docx|review||missing_bucket
04||pdf|Workshop 04 Banking Basics|Whole/Module 4/Workshop 04 - Banking Basics.pdf|review||missing_bucket
04||jpg|20251212 102840|Whole/Module 4/check_writing_activity/20251212_102840.jpg|review||missing_bucket
04||jpg|20251212 102853|Whole/Module 4/check_writing_activity/20251212_102853.jpg|review||missing_bucket
04||jpg|20251212 102910|Whole/Module 4/check_writing_activity/20251212_102910.jpg|review||missing_bucket
04||jpg|20251212 102915|Whole/Module 4/check_writing_activity/20251212_102915.jpg|review||missing_bucket
04||zip|module4photos|Whole/Module 4/module4photos.zip|review||missing_bucket
05|Handouts|pdf|1. ATMs and ATM Safety|Whole/Module 5/Handouts/1. ATMs and ATM Safety.pdf|ok||
05|Handouts|pdf|2. Best Online Banks of 2021|Whole/Module 5/Handouts/2. Best Online Banks of 2021.pdf|ok||
05|Handouts|docx|3. Options if You Can t Open a Traditional Bank Account|Whole/Module 5/Handouts/3. Options if You Can_t Open a Traditional Bank Account.docx|ok||
05|Handouts|pdf|3. Options if You Can t Open a Traditional Bank Account|Whole/Module 5/Handouts/3. Options if You Can_t Open a Traditional Bank Account.pdf|ok||
05|Handouts|pdf|4. Common Phone Scams|Whole/Module 5/Handouts/4. Common Phone Scams.pdf|ok||
05|Handouts|pdf|5. How to Avoid Identity Scams|Whole/Module 5/Handouts/5. How to Avoid Identity Scams.pdf|ok||
05|Handouts|pdf|6. Help for Identity Theft|Whole/Module 5/Handouts/6. Help for Identity Theft.pdf|ok||
05|Additional_Resources|pdf|1. What to Do if Your Debit Card is Lost or Stolen|Whole/Module 5/Resources/1. What to Do if Your Debit Card is Lost or Stolen.pdf|ok||
05|Additional_Resources|pdf|10. Online and Mobile Money Safety|Whole/Module 5/Resources/10. Online and Mobile Money Safety.pdf|ok||
05|Additional_Resources|pdf|11. First Aid for Identity Theft|Whole/Module 5/Resources/11. First Aid for Identity Theft.pdf|ok||
05|Additional_Resources|docx|12. How to Spot and Avoid Card Skimmers|Whole/Module 5/Resources/12. How to Spot and Avoid Card Skimmers.docx|ok||
05|Additional_Resources|pdf|12. How to Spot and Avoid Card Skimmers|Whole/Module 5/Resources/12. How to Spot and Avoid Card Skimmers.pdf|ok||
05|Additional_Resources|pdf|13. IRS Tips for Protecting Your Identity|Whole/Module 5/Resources/13. IRS Tips for Protecting Your Identity.pdf|ok||
05|Additional_Resources|pdf|14. Repairing Identity Theft|Whole/Module 5/Resources/14. Repairing Identity Theft.pdf|ok||
05|Additional_Resources|pdf|15. What To Do if You ve Been Scammed|Whole/Module 5/Resources/15. What To Do if You_ve Been Scammed.pdf|ok||
05|Additional_Resources|pdf|16. What is ATM Skimming|Whole/Module 5/Resources/16. What is ATM Skimming.pdf|ok||
05|Additional_Resources|docx|2. Debit Card Safety Online|Whole/Module 5/Resources/2. Debit Card Safety Online.docx|ok||
05|Additional_Resources|pdf|2. Debit Card Safety Online|Whole/Module 5/Resources/2. Debit Card Safety Online.pdf|ok||
05|Additional_Resources|pdf|3. Best Online Banks|Whole/Module 5/Resources/3. Best Online Banks.pdf|ok||
05|Additional_Resources|docx|4. Alternatives to Traditional Banks|Whole/Module 5/Resources/4. Alternatives to Traditional Banks.docx|ok||
05|Additional_Resources|pdf|4. Alternatives to Traditional Banks|Whole/Module 5/Resources/4. Alternatives to Traditional Banks.pdf|ok||
05|Additional_Resources|docx|5. Pros and Cons of Internet Banks|Whole/Module 5/Resources/5. Pros and Cons of Internet Banks.docx|ok||
05|Additional_Resources|pdf|5. Pros and Cons of Internet Banks|Whole/Module 5/Resources/5. Pros and Cons of Internet Banks.pdf|ok||
05|Additional_Resources|pdf|6. What are Credit Unions|Whole/Module 5/Resources/6. What are Credit Unions.pdf|ok||
05|Additional_Resources|docx|7. Online Banking Definition, Pros and Cons|Whole/Module 5/Resources/7. Online Banking Definition, Pros and Cons.docx|ok||
05|Additional_Resources|pdf|7. Online Banking Definition, Pros and Cons|Whole/Module 5/Resources/7. Online Banking Definition, Pros and Cons.pdf|ok||
05|Additional_Resources|docx|8. Things to Consider When Choosing an Online Bank|Whole/Module 5/Resources/8. Things to Consider When Choosing an Online Bank.docx|ok||
05|Additional_Resources|pdf|8. Things to Consider When Choosing an Online Bank|Whole/Module 5/Resources/8. Things to Consider When Choosing an Online Bank.pdf|ok||
05|Additional_Resources|pdf|9. List of Virtual Banks and Their Benefits|Whole/Module 5/Resources/9. List of Virtual Banks and Their Benefits.pdf|ok||
05|Additional_Resources|docx|ATM Safety Scenarios|Whole/Module 5/Resources/ATM Safety Scenarios.docx|ok||
05|Additional_Resources|pdf|ATM Safety Scenarios|Whole/Module 5/Resources/ATM Safety Scenarios.pdf|ok||
05|Additional_Resources|pdf|Internet.Banking.Safety.Tips|Whole/Module 5/Resources/Internet.Banking.Safety.Tips.pdf|ok||
05|Additional_Resources|pdf|Safe Virtual Banking|Whole/Module 5/Resources/Safe Virtual Banking.pdf|ok||
05|Additional_Resources|pdf|Workshop 5 Additional Resources|Whole/Module 5/Resources/Workshop 5 Additional Resources.pdf|ok||
05||pdf|WSP 5 FG |Whole/Module 5/WSP_5_FG .pdf|review||missing_bucket
05||docx|WSP 5 FT|Whole/Module 5/WSP_5_FT.docx|review||missing_bucket
05||txt|manifest|Whole/Module 5/manifest.txt|review||missing_bucket
06||docx|How Credit Scores Work|Whole/Module 6/How Credit Scores Work.docx|review||missing_bucket
06||docx|How to Choose a Credit Card|Whole/Module 6/How to Choose a Credit Card.docx|review||missing_bucket
06||docx|How to Get Preapproved for a Loan|Whole/Module 6/How to Get Preapproved for a Loan.docx|review||missing_bucket
06||docx|How to Get the Best Car Loan|Whole/Module 6/How to Get the Best Car Loan.docx|review||missing_bucket
06||docx|How to Raise a Low Credit Score|Whole/Module 6/How to Raise a Low Credit Score.docx|review||missing_bucket
06||docx|MB FTS 6|Whole/Module 6/MB_FTS_ 6.docx|review||missing_bucket
06||docx|Module 6 Additional Resources|Whole/Module 6/Module 6 Additional Resources.docx|review||missing_bucket
06||docx|What You Should Know About Credit Card Interest Rates|Whole/Module 6/What You Should Know About Credit Card Interest Rates.docx|review||missing_bucket
06||docx|Why Payday Loans Can Be Costly|Whole/Module 6/Why Payday Loans Can Be Costly.docx|review||missing_bucket
06||pdf|Workshop 06 Credit & Loans|Whole/Module 6/Workshop 06 - Credit & Loans.pdf|review||missing_bucket
06||txt|manifest|Whole/Module 6/manifest.txt|review||missing_bucket
07||docx|5 Ways to Get out of Debt|Whole/Module 7/5 Ways to Get out of Debt.docx|review||missing_bucket
07||docx|73 Tips for Eliminating Debt|Whole/Module 7/73 Tips for Eliminating Debt.docx|review||missing_bucket
07||docx|How to Create a Debt Elimination Plan|Whole/Module 7/How to Create a Debt Elimination Plan.docx|review||missing_bucket
07||docx|MB FTS 7|Whole/Module 7/MB_FTS_ 7.docx|review||missing_bucket
07||pdf|MB FTS 7|Whole/Module 7/MB_FTS_ 7.pdf|review||missing_bucket
07||docx|Module 7 Additional Resources|Whole/Module 7/Module 7 Additional Resources.docx|review||missing_bucket
07||docx|The Effects of Debt on Your Health|Whole/Module 7/The Effects of Debt on Your Health.docx|review||missing_bucket
07||pdf|Workshop 07 Debt & Tools|Whole/Module 7/Workshop 07 - Debt & Tools.pdf|review||missing_bucket
07||pdf|pg1|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PDFs/pg1.pdf|review||missing_bucket
07||pdf|pg2|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PDFs/pg2.pdf|review||missing_bucket
07||pdf|pg3|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PDFs/pg3.pdf|review||missing_bucket
07||pdf|pg4|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PDFs/pg4.pdf|review||missing_bucket
07||pdf|pg5|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PDFs/pg5.pdf|review||missing_bucket
07||pdf|pg6|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PDFs/pg6.pdf|review||missing_bucket
07||pdf|pg7|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PDFs/pg7.pdf|review||missing_bucket
07||png|pg1|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PNGs/pg1.png|review||missing_bucket
07||png|pg2|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PNGs/pg2.png|review||missing_bucket
07||png|pg3|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PNGs/pg3.png|review||missing_bucket
07||png|pg4|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PNGs/pg4.png|review||missing_bucket
07||png|pg5|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PNGs/pg5.png|review||missing_bucket
07||png|pg6|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PNGs/pg6.png|review||missing_bucket
07||png|pg7|Whole/Module 7/Workshop_07/Facilitator_Guide/Workshop_07/PNGs/pg7.png|review||missing_bucket
07||pdf|pg1|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg1.pdf|review||missing_bucket
07||pdf|pg10|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg10.pdf|review||missing_bucket
07||pdf|pg11|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg11.pdf|review||missing_bucket
07||pdf|pg12|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg12.pdf|review||missing_bucket
07||pdf|pg13|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg13.pdf|review||missing_bucket
07||pdf|pg14|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg14.pdf|review||missing_bucket
07||pdf|pg15|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg15.pdf|review||missing_bucket
07||pdf|pg2|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg2.pdf|review||missing_bucket
07||pdf|pg3|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg3.pdf|review||missing_bucket
07||pdf|pg4|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg4.pdf|review||missing_bucket
07||pdf|pg5|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg5.pdf|review||missing_bucket
07||pdf|pg6|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg6.pdf|review||missing_bucket
07||pdf|pg7|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg7.pdf|review||missing_bucket
07||pdf|pg8|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg8.pdf|review||missing_bucket
07||pdf|pg9|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PDFs/pg9.pdf|review||missing_bucket
07||png|pg1|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg1.png|review||missing_bucket
07||png|pg10|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg10.png|review||missing_bucket
07||png|pg11|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg11.png|review||missing_bucket
07||png|pg12|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg12.png|review||missing_bucket
07||png|pg13|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg13.png|review||missing_bucket
07||png|pg14|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg14.png|review||missing_bucket
07||png|pg15|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg15.png|review||missing_bucket
07||png|pg16|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg16.png|review||missing_bucket
07||png|pg2|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg2.png|review||missing_bucket
07||png|pg3|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg3.png|review||missing_bucket
07||png|pg4|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg4.png|review||missing_bucket
07||png|pg5|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg5.png|review||missing_bucket
07||png|pg6|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg6.png|review||missing_bucket
07||png|pg7|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg7.png|review||missing_bucket
07||png|pg8|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg8.png|review||missing_bucket
07||png|pg9|Whole/Module 7/Workshop_07/Student_Guide/Workshop_07/PNGs/pg9.png|review||missing_bucket
08|Handouts|pdf|1. The 2 Way Connnection Between Poverty and Mental Health Issues|Whole/Module 8/Handouts/1. The 2 Way Connnection Between Poverty and Mental Health Issues.pdf|ok||
08|Handouts|docx|2. Tips for Talking With Your Partner About Finances|Whole/Module 8/Handouts/2. Tips for Talking With Your Partner About Finances.docx|ok||
08|Handouts|pdf|2. Tips for Talking With Your Partner About Finances|Whole/Module 8/Handouts/2. Tips for Talking With Your Partner About Finances.pdf|ok||
08|Handouts|pdf|3. Steps to Healthy Finances in Your Relationship|Whole/Module 8/Handouts/3. Steps to Healthy Finances in Your Relationship.pdf|ok||
08|Handouts|pdf|4. Understanding Representative Payees|Whole/Module 8/Handouts/4. Understanding Representative Payees.pdf|ok||
08|Handouts|pdf|5. When a Representative Payee Manages Your Money|Whole/Module 8/Handouts/5. When a Representative Payee Manages Your Money.pdf|ok||
08|Handouts|docx|6. Understanding Financial Abuse & Safety Planning|Whole/Module 8/Handouts/6. Understanding Financial Abuse & Safety Planning.docx|ok||
08|Handouts|pdf|6. Understanding Financial Abuse & Safety Planning|Whole/Module 8/Handouts/6. Understanding Financial Abuse & Safety Planning.pdf|ok||
08|Handouts|pdf|7. Information and Services for Survivors|Whole/Module 8/Handouts/7. Information and Services for Survivors.pdf|ok||
08|Handouts|docx|Effects of Income Inequality on Health|Whole/Module 8/Handouts/Effects of Income Inequality on Health.docx|ok||
08|Handouts|docx|Elder Financial Abuse|Whole/Module 8/Handouts/Elder Financial Abuse.docx|ok||
08|Handouts|pdf|FAQ.Representative.Payees|Whole/Module 8/Handouts/FAQ.Representative.Payees.pdf|ok||
08|Handouts|pdf|Financial Abuse FAQs|Whole/Module 8/Handouts/Financial Abuse FAQs.pdf|ok||
08|Handouts|pdf|Financial Abuse Fact Sheet|Whole/Module 8/Handouts/Financial Abuse Fact Sheet.pdf|ok||
08|Handouts|docx|Financial Stress and Health Risks|Whole/Module 8/Handouts/Financial Stress and Health Risks.docx|ok||
08|Handouts|docx|How to Prevent and Recover from Domestic Financial Abuse|Whole/Module 8/Handouts/How to Prevent and Recover from Domestic Financial Abuse.docx|ok||
08|Handouts|docx|Workshop 8 Worksheets|Whole/Module 8/Handouts/Workshop 8 Worksheets.docx|ok||
08|Handouts|pdf|Workshop 8 Worksheets|Whole/Module 8/Handouts/Workshop 8 Worksheets.pdf|ok||
08||docx|MB FTS 8|Whole/Module 8/MB_FTS_ 8.docx|review||missing_bucket
08||pdf|MB FTS 8|Whole/Module 8/MB_FTS_ 8.pdf|review||missing_bucket
08|Core_Resources|pptx|Money Basics PPT Workshop 8|Whole/Module 8/Money Basics PPT Workshop 8.pptx|ok||
08|Additional_Resources|pdf|1. Mental Health and Money|Whole/Module 8/Resources/1. Mental Health and Money.pdf|ok||
08|Additional_Resources|pdf|10. Poverty and Poor Health Worldwide|Whole/Module 8/Resources/10. Poverty and Poor Health Worldwide.pdf|ok||
08|Additional_Resources|docx|11. How to Talk to Your Partner About Money|Whole/Module 8/Resources/11. How to Talk to Your Partner About Money.docx|ok||
08|Additional_Resources|pdf|11. How to Talk to Your Partner About Money|Whole/Module 8/Resources/11. How to Talk to Your Partner About Money.pdf|ok||
08|Additional_Resources|pdf|12. Money Problems and Relationship Problems|Whole/Module 8/Resources/12. Money Problems and Relationship Problems.pdf|ok||
08|Additional_Resources|pdf|13. How to Prevent Arguments About Money|Whole/Module 8/Resources/13. How to Prevent Arguments About Money.pdf|ok||
08|Additional_Resources|pdf|14. How to Talk to Your Spouse About Money|Whole/Module 8/Resources/14. How to Talk to Your Spouse About Money.pdf|ok||
08|Additional_Resources|pdf|15. Common Financially Abusive Behaviors|Whole/Module 8/Resources/15. Common Financially Abusive Behaviors.pdf|ok||
08|Additional_Resources|docx|16. How to Spot Financial Abuse of an Elder|Whole/Module 8/Resources/16. How to Spot Financial Abuse of an Elder.docx|ok||
08|Additional_Resources|pdf|16. How to Spot Financial Abuse of an Elder|Whole/Module 8/Resources/16. How to Spot Financial Abuse of an Elder.pdf|ok||
08|Additional_Resources|pdf|18. Tackling social inequalities to reduce mental health problems|Whole/Module 8/Resources/18. Tackling social inequalities to reduce mental health problems.pdf|ok||
08|Additional_Resources|pdf|2. Poverty, Social Inequality and Mental Health|Whole/Module 8/Resources/2. Poverty, Social Inequality and Mental Health.pdf|ok||
08|Additional_Resources|pdf|3. Recovering Your Finances After Rehab|Whole/Module 8/Resources/3. Recovering Your Finances After Rehab.pdf|ok||
08|Additional_Resources|pdf|4. The Poverty Mindset|Whole/Module 8/Resources/4. The Poverty Mindset.pdf|ok||
08|Additional_Resources|pdf|5. FAQs on Problem Gambling|Whole/Module 8/Resources/5. FAQs on Problem Gambling.pdf|ok||
08|Additional_Resources|pdf|6. Resources for Problem Gambling|Whole/Module 8/Resources/6. Resources for Problem Gambling.pdf|ok||
